consideration_offered,shares_acquired,shares_at_announcement,acquiror_code,target_code,target_status,acquisition_count,bidder_count,month,cross_border,relatedness,economic_sector_ac,business_sector_ac,economic_sector_target,business_sector_target,car_1,car_3,car_5,car_10
Other,full,no,50201020,52201020,others,0,1,3,cross_border,not_related,Energy,Renewable Energy,Industrials,Industrial & Commercial Services,-0.3087086647514717,0.0849492657463137,-0.0638182730830874,-0.2835045519901857
Other,full,no,57201030,62101030,others,16,1,3,national,not_related,Technology,Software & IT Services,Government Activity,Government Activity,-0.0129727659837102,-0.0673999436697531,-0.0710564676987201,-0.1735983527254012
Other,full,no,53301040,55102020,others,9,1,3,cross_border,not_related,Consumer Cyclicals,Cyclical Consumer Services,Financials,Banking & Investment Services,0.0154036392091725,-0.0188546847430718,-0.0618257934724816,-0.0952086846433486
Other,full,no,57401010,57201020,others,0,1,3,national,economic_sector,Technology,Telecommunications Services,Technology,Software & IT Services,-0.0051233750252799,-0.0701946972497846,-0.1041759447824397,-0.1649315116640449
Cash,full,no,60102020,54201030,others,0,1,3,cross_border,not_related,Real Estate,Real Estate,Consumer Non-Cyclicals,Personal & Household Products & Services,0.005862543421933,0.0041745298064538,0.0071701330163933,0.0209229148623701
Other,full,no,57201010,57201010,others,15,1,3,national,industry,Technology,Software & IT Services,Technology,Software & IT Services,0.0605607359108908,0.0258895446376689,-0.0179080900872428,-0.0227558348796369
Other,full,no,57201020,57201020,others,24,1,3,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,0.0165940178280248,-0.0137310671376535,-0.081426113061213,-0.0676442533938735
Other,full,no,57401010,56202010,others,1,1,3,national,not_related,Technology,Telecommunications Services,Healthcare,Pharmaceuticals & Medical Research,-0.0051233750252799,-0.0701946972497846,-0.1041759447824397,-0.1649315116640449
Cash,full,no,60102020,52405030,others,23,1,3,cross_border,not_related,Real Estate,Real Estate,Industrials,Transportation,0.0062465178563804,0.0115635993351963,0.0326217119892054,0.0693989341085736
Cash,full,no,57201020,52203040,others,0,1,3,cross_border,not_related,Technology,Software & IT Services,Industrials,Industrial & Commercial Services,0.0687824088440611,-0.031385328793015,-0.1553246735329094,-0.2740190604480687
Other,full,no,53403010,53403010,others,39,1,4,cross_border,industry,Consumer Cyclicals,Retailers,Consumer Cyclicals,Retailers,-0.0046868797437672,0.0166084699836217,0.0270703802835018,-0.0226071504785468
Other,full,no,57106010,56102010,others,43,1,4,cross_border,not_related,Technology,Technology Equipment,Healthcare,Healthcare Services & Equipment,-0.1609198143434206,-0.1668364538833161,-0.1457024509558301,-0.129167907302197
Cash,full,no,56201040,56101020,others,48,1,4,cross_border,economic_sector,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Healthcare Services & Equipment,-0.0219460066923824,-0.0219219115785315,-0.0100143026285136,0.0453330828376563
Other,full,no,52201020,52101010,others,60,1,4,national,economic_sector,Industrials,Industrial & Commercial Services,Industrials,Industrial Goods,-0.0206098747484192,-0.033186644570166,-0.0253396656458617,0.0991420246750678
Cash,full,no,54102020,54102020,others,4,1,4,cross_border,industry,Consumer Non-Cyclicals,Food & Beverages,Consumer Non-Cyclicals,Food & Beverages,-0.0133809726361455,-0.0056873242213707,-0.0184512682910356,-0.0102591343873694
Other,full,no,57401010,57201020,others,13,1,4,national,economic_sector,Technology,Telecommunications Services,Technology,Software & IT Services,-0.0056858485795548,-0.0097502984410779,-0.0131542342183041,-0.0214488912908317
Other,full,no,60101010,52405030,others,32,1,4,cross_border,not_related,Real Estate,Real Estate,Industrials,Transportation,0.0050102626535021,-0.0065193738948069,-0.0175186103140252,0.0164740824436282
Other,full,no,60101010,57401010,others,30,1,4,cross_border,not_related,Real Estate,Real Estate,Technology,Telecommunications Services,-0.0160517909839802,-0.014553316300396,-0.0128426353239622,-0.0499688657919479
Cash,full,no,55102020,60101010,others,63,1,4,national,not_related,Financials,Banking & Investment Services,Real Estate,Real Estate,0.023749256571708,0.0415785812430252,0.0577624630107218,0.0395378797667103
Cash,full,no,55102020,52102010,others,64,1,4,cross_border,not_related,Financials,Banking & Investment Services,Industrials,Industrial Goods,-0.0413281964931416,-0.0483836211327605,-0.0456272082107882,-0.0886500320112494
Cash,full,no,60102040,53301010,others,34,1,4,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,0.0130394140825862,0.0453350740930216,0.030789977512433,-0.0035762011536206
Other,full,no,52102010,56101020,others,10,1,4,national,not_related,Industrials,Industrial Goods,Healthcare,Healthcare Services & Equipment,-0.0025808129711363,-0.0115439493913747,-0.0244582506832266,-0.0333246821388441
Other,full,no,55301010,55301010,others,281,1,4,national,industry,Financials,Insurance,Financials,Insurance,-0.0500097201812872,-0.0467049810290605,-0.0639367970418035,-0.0351870490134971
Cash,full,no,55301010,55301010,others,282,1,4,national,industry,Financials,Insurance,Financials,Insurance,-0.0059562143376088,-0.0099386488353928,-0.0099386488353928,-0.02292284683477
Other,full,no,55101010,55101010,public,11,1,4,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,-0.011715146770088,-0.0127848061204667,-0.0060514679948648,-0.0256284651182032
Other,full,no,52201020,52201020,others,34,1,4,cross_border,industry,Industrials,Industrial & Commercial Services,Industrials,Industrial & Commercial Services,-0.011999593137555,-0.0091871310800837,-0.0279431227392864,-0.0418512327223092
Other,full,no,54102020,57201020,others,3,1,4,cross_border,not_related,Consumer Non-Cyclicals,Food & Beverages,Technology,Software & IT Services,-9.07760267597757e-05,-0.2928675556633918,-0.2863225952828848,-0.2661544673302964
Other,full,no,56101020,57101010,others,24,1,4,cross_border,not_related,Healthcare,Healthcare Services & Equipment,Technology,Technology Equipment,0.0122710226116536,0.0276414764251053,0.0331690209643917,0.0331995872319882
Other,full,no,56102010,56102010,others,61,1,4,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,-0.0170056784725902,0.0200026095191275,0.0522002896340961,0.0772601962985881
Cash,full,no,52102030,56101020,public,70,1,4,cross_border,not_related,Industrials,Industrial Goods,Healthcare,Healthcare Services & Equipment,-0.0173430533669384,-0.0031301564813284,-0.0013660599206535,-0.0262463393459287
Cash,full,no,60101010,60101010,others,25,1,4,cross_border,industry,Real Estate,Real Estate,Real Estate,Real Estate,-0.0387385093840872,-0.0584048745684498,-0.0670051613267992,0.0044553494054789
Other,full,no,57201030,51201020,others,123,1,4,cross_border,not_related,Technology,Software & IT Services,Basic Materials,Mineral Resources,-0.0136409826707072,-0.0247510886267441,-0.0569673081471115,-0.072160276750306
Other,full,no,52203040,57201010,others,13,1,4,cross_border,not_related,Industrials,Industrial & Commercial Services,Technology,Software & IT Services,0.0011770599255389,-0.0005351334213845,-0.0139436165619046,-0.024545161243305
Other,full,no,57401010,57401010,others,2,1,4,cross_border,industry,Technology,Telecommunications Services,Technology,Telecommunications Services,0.0846215530715934,0.0959303824455187,0.0897498997816377,-0.0326904689800513
Other,full,no,52102010,52102010,others,3,1,4,cross_border,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,0.0013256801272649,-0.0038538473075866,-0.0219437527349678,-0.0922234743212684
Cash,not_full,yes,54102020,54102010,others,61,1,4,national,industry_group,Consumer Non-Cyclicals,Food & Beverages,Consumer Non-Cyclicals,Food & Beverages,-0.0116147798644316,-0.0047195659256465,0.0114331220210766,0.0424434789025881
Other,full,no,52102010,52102010,others,4,1,4,national,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,0.0013256801272649,-0.0038538473075866,-0.0219437527349678,-0.0922234743212684
Other,full,no,52102010,52102010,others,5,1,4,national,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,0.0013256801272649,-0.0038538473075866,-0.0219437527349678,-0.0922234743212684
Cash,full,no,51101020,51101020,others,3,1,4,national,industry,Basic Materials,Chemicals,Basic Materials,Chemicals,0.0048076406230057,-0.0040139235460803,0.0086201686049991,0.0136006796748615
Cash,full,no,52102010,52102010,others,11,1,4,cross_border,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,-0.020969301497568,-0.0157087385255796,0.0026557603106057,-0.0330913215471108
Other,full,no,53101020,52202010,others,27,1,4,national,not_related,Consumer Cyclicals,Automobiles & Auto Parts,Industrials,Industrial & Commercial Services,-0.0476319418625321,-0.0083875295362992,-0.0126464909755515,-0.0333224348394327
Other,full,no,53101020,53403010,others,28,1,4,national,economic_sector,Consumer Cyclicals,Automobiles & Auto Parts,Consumer Cyclicals,Retailers,-0.0476319418625321,-0.0083875295362992,-0.0126464909755515,-0.0333224348394327
Other,full,no,53101020,53403010,others,29,1,4,national,economic_sector,Consumer Cyclicals,Automobiles & Auto Parts,Consumer Cyclicals,Retailers,-0.0476319418625321,-0.0083875295362992,-0.0126464909755515,-0.0333224348394327
Other,full,no,53101020,53403010,others,30,1,4,national,economic_sector,Consumer Cyclicals,Automobiles & Auto Parts,Consumer Cyclicals,Retailers,-0.0476319418625321,-0.0083875295362992,-0.0126464909755515,-0.0333224348394327
Other,not_full,no,57106010,57201020,others,44,1,4,national,economic_sector,Technology,Technology Equipment,Technology,Software & IT Services,0.022663644049396,-0.0135742356240277,-0.0135742356240277,-0.113918159315405
Other,full,no,55301020,55301020,others,9,1,4,cross_border,industry,Financials,Insurance,Financials,Insurance,0.0189109030492773,0.012235808060506,0.012235808060506,0.0043919175134753
Cash,full,no,54102020,54102020,others,7,1,4,cross_border,industry,Consumer Non-Cyclicals,Food & Beverages,Consumer Non-Cyclicals,Food & Beverages,0.0338249353693621,0.0309668257418489,0.0218558162480307,-0.0337982119695626
Other,full,no,55101010,55101010,others,2,1,4,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.0352616285210758,0.0230659105795334,0.0338930614467264,-0.0544173046954474
Cash,full,no,57201030,57201020,others,0,1,4,cross_border,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,-0.0081426259464554,-0.1116756201512104,-0.1723902030533229,-0.2528360497760582
Other,full,no,56201040,56201040,others,15,1,4,national,industry,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,0.0106313029706329,-0.0846078958567633,-0.1244828482736273,-0.1258340159089263
Other,full,no,57201020,57201020,others,34,1,4,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,-0.0075482529387456,-0.0106415609239824,-0.0145545720500375,-0.0470410389060312
Cash,full,no,54102020,51302020,others,10,1,4,national,not_related,Consumer Non-Cyclicals,Food & Beverages,Basic Materials,Applied Resources,0.0129285835393548,0.0118272246442765,0.0270165912998998,0.0072838984596494
Cash,full,no,57401010,57401010,others,1,1,4,cross_border,industry,Technology,Telecommunications Services,Technology,Telecommunications Services,-0.0003915529334732,-0.0169210393498117,-0.0425425746894784,-0.017682515070777
Cash,full,no,57201020,57201020,others,51,1,4,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,-0.0037615698199846,0.0135648861163708,-0.004637464892981,0.0261441283311288
Cash,full,no,53101020,52102030,others,21,1,4,cross_border,not_related,Consumer Cyclicals,Automobiles & Auto Parts,Industrials,Industrial Goods,0.0313055356162286,0.0143833744327134,0.0062039464782672,0.0271931285258247
Cash,full,no,56201040,56201040,others,38,1,4,national,industry,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,-0.0200054892810187,-0.0249940033055966,-0.020195691907239,-0.0183833021651486
Other,full,no,55102020,54201030,others,13,1,4,cross_border,not_related,Financials,Banking & Investment Services,Consumer Non-Cyclicals,Personal & Household Products & Services,0.0431895210365231,0.0033935786705189,-0.0441216529828579,-0.0502289542031733
Other,full,no,57201010,57201010,others,13,1,4,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,-0.0177599563814548,-0.0217765003793014,-0.0309638602009626,0.0066349597153454
Other,not_full,no,52203040,55101030,others,7,1,4,national,not_related,Industrials,Industrial & Commercial Services,Financials,Banking & Investment Services,-0.0014395705961276,-0.0503817774788439,-0.0411006037869932,-0.0093442732861244
Other,full,no,52203040,53302010,others,0,1,4,cross_border,not_related,Industrials,Industrial & Commercial Services,Consumer Cyclicals,Cyclical Consumer Services,0.3548151833742379,0.1915791631960689,0.1391993061324313,0.0011570095665047
Cash,full,no,51201060,51301010,others,2,1,4,cross_border,economic_sector,Basic Materials,Mineral Resources,Basic Materials,Applied Resources,-0.054012494910862,-0.1156946018272271,-0.1156946018272271,-0.0758466802059461
Other,full,no,51201060,51201050,others,3,1,4,cross_border,industry_group,Basic Materials,Mineral Resources,Basic Materials,Mineral Resources,-0.054012494910862,-0.1156946018272271,-0.1156946018272271,-0.0758466802059461
Other,full,no,56202010,56102010,others,29,1,4,cross_border,economic_sector,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Healthcare Services & Equipment,-0.0329964741338761,-0.0736348940955147,-0.0736348940955147,-0.0907790528949061
Other,full,no,52203040,52203040,others,15,1,4,cross_border,industry,Industrials,Industrial & Commercial Services,Industrials,Industrial & Commercial Services,0.0150335411267757,0.0148018684135707,0.0297818634772852,0.1349042565255488
Cash,full,no,57201010,53204030,others,0,1,4,cross_border,not_related,Technology,Software & IT Services,Consumer Cyclicals,Cyclical Consumer Products,-0.0638089482149765,-0.0588204058487717,-0.0998152453765093,-0.0833803125399689
Other,full,no,57201030,57201020,others,17,1,4,national,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,-0.0778021588987396,-0.0478583865934542,-0.0312407006252568,0.0123682708223267
Other,full,no,55301010,55301010,others,172,1,4,cross_border,industry,Financials,Insurance,Financials,Insurance,0.031985164563995,-0.0199988648522867,-0.0113241428776152,-0.0100841676418356
Cash,not_full,no,57201020,57201020,public,10,1,4,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,0.0681394387336046,0.0866232014907196,0.0871125768744821,0.0579301257745953
Other,full,no,55101010,55101010,others,4,1,4,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,-0.0143117616636198,-0.04391857136551,-0.0315811521666794,-0.0724586182447508
Other,full,no,55101010,55101010,others,1,1,4,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.0142212373100552,0.0142212373100552,0.0013060007508454,-0.0151945399411644
Other,full,no,52102010,54201030,others,26,1,4,cross_border,not_related,Industrials,Industrial Goods,Consumer Non-Cyclicals,Personal & Household Products & Services,-0.018760743826372,-0.0086332514839304,0.0369633659307585,0.0442727476450367
Cash,full,no,52102010,53101010,others,21,1,4,cross_border,not_related,Industrials,Industrial Goods,Consumer Cyclicals,Automobiles & Auto Parts,0.022515200910007,0.0849262540480134,0.081865007218734,-0.0003965120640405
Cash,full,no,52102010,52102010,others,45,1,4,cross_border,industry,Industrials,Industrial Goods,Industrials,Industrial Goods,0.0016185275454394,0.0071451458444463,0.0154580510155625,0.0280350580330913
Other,full,no,54102020,54102020,others,31,1,4,cross_border,industry,Consumer Non-Cyclicals,Food & Beverages,Consumer Non-Cyclicals,Food & Beverages,-0.0097710927312718,0.0171645167874625,0.0012412566247302,0.0305374627075517
Other,full,no,53403010,53403010,others,65,1,4,cross_border,industry,Consumer Cyclicals,Retailers,Consumer Cyclicals,Retailers,0.0207015168485459,0.0496596348023126,0.1150006113082913,0.1562377010483835
Cash,full,no,53202020,53205020,others,4,1,4,cross_border,business_sector,Consumer Cyclicals,Cyclical Consumer Products,Consumer Cyclicals,Cyclical Consumer Products,0.0602084262465181,0.0646240451565502,0.0309541937431434,0.0315805015183559
Other,full,no,56102010,56102010,others,55,1,4,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,-0.0626671942073359,0.0544399823627711,0.0618020013738572,0.035434306088147
Cash,full,no,55101010,55101010,others,14,1,4,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,-0.0418240805079244,-0.0611174875732501,-0.0856265785865335,-0.0753213887546755
Other,full,no,56201040,56201040,others,36,1,4,cross_border,industry,Healthcare,Pharmaceuticals & Medical Research,Healthcare,Pharmaceuticals & Medical Research,-0.0188001442838955,-0.0190782415557155,-0.0227582876473974,0.0334527413260192
Other,full,no,55102020,51202010,others,24,1,4,national,not_related,Financials,Banking & Investment Services,Basic Materials,Mineral Resources,-0.0535901208063456,-0.0608708899366018,-0.0310161425884415,-0.0229381388462499
Other,full,no,55102020,51301020,others,25,1,4,national,not_related,Financials,Banking & Investment Services,Basic Materials,Applied Resources,-0.0535901208063456,-0.0608708899366018,-0.0310161425884415,-0.0229381388462499
Other,full,no,57201020,57201020,others,11,1,4,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,-0.0144158842497417,0.0482435785043263,0.0345554502474562,0.0779593579276914
Cash,full,no,59101010,59101010,public,8,1,4,cross_border,industry,Utilities,Utilities,Utilities,Utilities,-0.0210285086795118,0.0041393053755791,0.0041393053755791,-0.0403184973974801
Cash,full,no,53301020,53301020,others,2,1,4,national,industry,Consumer Cyclicals,Cyclical Consumer Services,Consumer Cyclicals,Cyclical Consumer Services,0.011761819935568,-0.0200090078803972,-0.0200090078803972,-0.0399882662384936
Other,full,no,53301020,53301020,others,3,1,4,cross_border,industry,Consumer Cyclicals,Cyclical Consumer Services,Consumer Cyclicals,Cyclical Consumer Services,0.011761819935568,-0.0200090078803972,-0.0200090078803972,-0.0399882662384936
Other,full,no,57201010,57201020,others,21,1,4,cross_border,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,0.0119708216076567,0.0151435206172542,0.0151435206172542,0.0321487148128194
Cash,full,no,57201020,57201020,others,10,1,4,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,-0.0601490521508091,-0.0262577628705522,-0.0262577628705522,-0.0055989094015135
Other,full,no,57201010,57201020,others,2,1,4,national,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,0.0512379437872468,0.0323103879797799,0.0323103879797799,0.0815742898459244
Other,full,no,55301010,52203040,others,283,1,5,national,not_related,Financials,Insurance,Industrials,Industrial & Commercial Services,0.0227826454269697,0.0360039532883526,0.0336786425279795,0.05350527132707
Cash,full,no,60102020,60101010,others,25,1,5,cross_border,business_sector,Real Estate,Real Estate,Real Estate,Real Estate,-0.0018377031791879,-0.0098009014688438,-0.0188589876559251,-0.0122470478862142
Other,full,no,52101010,53101020,others,0,1,5,national,not_related,Industrials,Industrial Goods,Consumer Cyclicals,Automobiles & Auto Parts,-0.0292227711120705,-0.0572960256165788,-0.088919076941006,-0.1005435828393446
Cash,full,no,55301030,55301030,others,6,1,5,cross_border,industry,Financials,Insurance,Financials,Insurance,0.0195416940917629,0.0385257558129505,0.1052402465363232,0.1386926440101131
Other,full,no,57201010,57201020,others,1,1,5,national,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,0.0430468724211142,0.0455089140705803,0.0324940039153599,0.2169546745238683
Other,full,no,57201020,57201020,others,199,1,5,national,industry,Technology,Software & IT Services,Technology,Software & IT Services,-0.0233476924041156,-0.0477678900422233,-0.0511181070557449,-0.0154489994903844
Other,full,no,56102010,56102010,others,62,1,5,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,-0.0580883511344895,-0.088591699585836,-0.088591699585836,-0.1351183270898358
Cash,not_full,no,55101010,55101030,others,1,1,5,cross_border,industry_group,Financials,Banking & Investment Services,Financials,Banking & Investment Services,-0.0025530697013503,0.0074980656530535,0.0074980656530535,-0.0710137446460712
Other,not_full,no,57201030,52405010,others,57,1,5,national,not_related,Technology,Software & IT Services,Industrials,Transportation,0.0063319166712102,-0.1064538055662723,-0.1064538055662723,-0.1197227916393965
Other,full,no,55101010,55101010,others,7,1,5,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.034990211943379,0.0323958284760016,0.0867077651944703,0.0153580338359311
Cash,full,no,52203040,55102050,others,14,1,5,cross_border,not_related,Industrials,Industrial & Commercial Services,Financials,Banking & Investment Services,0.0105326383693378,0.0020083266740463,0.0298979415579316,0.028290724302125
Other,full,no,57106010,57201020,others,77,1,5,cross_border,economic_sector,Technology,Technology Equipment,Technology,Software & IT Services,0.0256633912823494,-0.0951842667489513,-0.2383867060280974,-0.2047225937203164
Cash,full,no,52405020,55601010,others,15,1,5,cross_border,not_related,Industrials,Transportation,Financials,Investment Holding Companies,0.0031287493632163,-0.0097865239174117,-0.0198292475843339,-0.0256964945849303
Cash,full,no,60102040,60101010,others,4,1,5,cross_border,business_sector,Real Estate,Real Estate,Real Estate,Real Estate,0.0007452516816508,0.0055951365229386,0.0094698054044541,0.0021561358103525
Other,full,no,53203020,57201020,others,7,1,5,cross_border,not_related,Consumer Cyclicals,Cyclical Consumer Products,Technology,Software & IT Services,-0.0228909419659176,-0.0212318451468822,0.0520588392969663,-0.0445270944513956
Other,full,no,57201030,57201020,others,124,1,5,national,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,-0.0222030717379709,-0.0344620354399887,-0.0048693966353519,-0.0047123524618682
Other,full,no,57201030,57201020,others,14,1,5,cross_border,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,0.3117030700799235,0.1810031709345435,0.1671024206868692,0.2547020069556046
Cash,full,no,55301020,55101050,others,2,1,5,cross_border,economic_sector,Financials,Insurance,Financials,Banking & Investment Services,0.0310559486167861,0.0418001580622222,0.0393084317508778,0.0499873822062089
Other,full,no,52203040,54201030,others,74,1,5,cross_border,not_related,Industrials,Industrial & Commercial Services,Consumer Non-Cyclicals,Personal & Household Products & Services,0.0358158089559113,0.0506598587360848,0.0392400555763462,0.0401071732200314
Other,full,no,57201020,57201020,others,1,1,5,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,0.0354498826820089,0.0292186827447973,-0.0012089716757038,0.1501714896251414
Other,full,no,57201030,57201010,others,125,1,5,cross_border,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,0.0077932623521894,-0.0099610501087317,-0.0146910248424286,-0.0241952082979935
Cash,full,no,50102020,50102020,others,2,1,5,cross_border,industry,Energy,Energy - Fossil Fuels,Energy,Energy - Fossil Fuels,0.0079625095537851,0.0241872903538157,0.0047403659896493,0.0627264663266196
Other,full,no,57201020,57201020,others,37,1,5,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,0.0069758235174645,-0.0013504422340898,0.0242271845069177,0.0213470802589204
Cash,not_full,yes,56101020,56101020,others,62,1,5,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,-0.0007085994721567,-0.019290928935662,-0.0269362256297629,-0.0040389371888449
Other,full,no,55101010,55101010,others,12,1,5,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.0308505911556543,0.0366545670886009,0.0199590659323726,-0.0012186701010153
Other,full,no,55102010,55102010,others,15,1,5,national,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.0232961333632426,0.0073122053959133,0.0086870421957139,0.0156586457095049
Other,full,no,55101010,55101010,others,19,1,5,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.0032697120088868,-0.0081010671619837,-0.0054832297371576,-0.0176728536829489
Other,full,no,57201020,57201020,others,46,1,5,cross_border,industry,Technology,Software & IT Services,Technology,Software & IT Services,0.0074947765906389,-0.0076246024853655,-0.0010720738728161,0.0304261339296191
Other,full,no,55101010,55101010,public,1,1,5,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.0306040592588439,0.0202368256826407,0.0302144918300585,0.0207249166010089
Cash,full,no,60101010,52201020,others,16,1,5,cross_border,not_related,Real Estate,Real Estate,Industrials,Industrial & Commercial Services,0.0245112642258478,-0.0014260606529641,0.0147610280768424,0.0090675205188026
Other,full,no,55301010,55301010,others,284,1,5,cross_border,industry,Financials,Insurance,Financials,Insurance,-0.0029698007431061,-0.0056765149308775,-0.0103899350396118,-0.0160073189961861
Cash,full,no,60102040,53301010,others,14,1,5,cross_border,not_related,Real Estate,Real Estate,Consumer Cyclicals,Cyclical Consumer Services,0.0069397916134468,0.0049161155753162,-0.0132323314218868,-0.0364387369097756
Cash,full,no,57101010,57201020,others,159,1,5,national,economic_sector,Technology,Technology Equipment,Technology,Software & IT Services,0.0214135061813571,0.0127139582234473,0.0113476338829792,-0.0006043872394142
Cash,not_full,no,52406010,52406010,public,3,1,5,cross_border,industry,Industrials,Transportation,Industrials,Transportation,0.0187091061704239,0.0330026847112898,0.0084343684499683,0.0847119612982184
Cash,not_full,no,54102010,54102010,public,1,1,5,cross_border,industry,Consumer Non-Cyclicals,Food & Beverages,Consumer Non-Cyclicals,Food & Beverages,0.0425349571675203,0.134251841673726,0.0921929233584764,0.1026765381316198
Other,not_full,yes,60102040,60101010,others,5,1,5,cross_border,business_sector,Real Estate,Real Estate,Real Estate,Real Estate,-0.0030238675442375,0.0055770809242177,0.031642681138014,0.0445218934573604
Other,full,no,52203020,52203020,others,16,1,5,national,industry,Industrials,Industrial & Commercial Services,Industrials,Industrial & Commercial Services,-0.0602378109418931,-0.050930134506345,-0.0544012389531384,-0.0456185466430734
Other,full,no,52405010,52405030,others,8,1,5,cross_border,industry_group,Industrials,Transportation,Industrials,Transportation,-0.0097398249534743,0.0469401999163963,0.0451079070489541,-0.0373094485388678
Cash,not_full,no,57401010,52201020,public,0,1,5,cross_border,not_related,Technology,Telecommunications Services,Industrials,Industrial & Commercial Services,0.0211946027589036,0.0330082092977406,0.0432596702452312,0.0071884190901093
Other,full,no,50103030,52201020,others,1,1,5,cross_border,not_related,Energy,Energy - Fossil Fuels,Industrials,Industrial & Commercial Services,-0.003956206176616,0.0144285480609966,0.0187595793578659,0.0362376075121088
Cash,not_full,no,52406010,52406010,public,4,1,5,cross_border,industry,Industrials,Transportation,Industrials,Transportation,0.0064208347899089,0.0220235514348754,0.0220235514348754,0.0471406551249136
Other,full,no,57201020,57201020,others,47,1,5,national,industry,Technology,Software & IT Services,Technology,Software & IT Services,-0.0132606479513421,0.02782270088582,0.02782270088582,0.0398711945881807
Other,full,no,56102010,56102010,public,23,1,5,cross_border,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,0.1066305568194337,0.1172250005581932,0.1280170954517573,-0.0048389654020111
Cash,full,no,60101010,60101010,others,13,1,5,cross_border,industry,Real Estate,Real Estate,Real Estate,Real Estate,0.0046977498288841,-0.0006013560477817,0.0062330085104034,0.0381211365430409
Cash,full,no,50102020,50102020,others,0,1,5,cross_border,industry,Energy,Energy - Fossil Fuels,Energy,Energy - Fossil Fuels,0.1369188479935609,0.1860653342641905,0.1493792555769733,-0.1529877124539647
Cash,full,no,56101020,56101020,others,63,1,5,national,industry,Healthcare,Healthcare Services & Equipment,Healthcare,Healthcare Services & Equipment,0.0103842500288956,0.0044454999443169,-0.0124122829773591,-0.0046167055287157
Cash,not_full,no,50102020,50102020,others,1,1,5,cross_border,industry,Energy,Energy - Fossil Fuels,Energy,Energy - Fossil Fuels,0.0656019515397473,0.1423243716791583,0.1750765903543687,0.2328934264166889
Other,full,no,52102050,52201020,others,1,1,5,cross_border,economic_sector,Industrials,Industrial Goods,Industrials,Industrial & Commercial Services,-0.0354981845861747,-0.0463409760094065,-0.0499619811528098,-0.0551464786779278
Other,full,no,57201030,57201020,others,128,1,5,cross_border,industry_group,Technology,Software & IT Services,Technology,Software & IT Services,0.0061628214003647,0.004343593601278,0.0472630323624958,0.0567347709183511
Cash,not_full,no,55101030,55101030,public,3,1,5,cross_border,industry,Financials,Banking & Investment Services,Financials,Banking & Investment Services,0.00799260311628,0.0020616554172331,-0.0178503331117236,-0.0255774720154053
Other,full,no,57401020,53302020,public,26,1,5,cross_border,not_related,Technology,Telecommunications Services,Consumer Cyclicals,Cyclical Consumer Services,-0.0290568494263349,-0.0428951485201377,-0.0350582200670721,-0.051269285456126
